time,q3,dq3,ddq3,q3_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM,,
50.3669,0.010185635,-0.006133043,-0.010070678,-6.039002614,-5.865911713,-7.4024048,-5.921608046,-2.0501362,0.297046563,-4.421941632,-3.664729584,-5.963511217,,
50.3834,0.010086249,-0.00626818,-0.00650687,-5.373447687,-5.892360726,-7.9344441,-5.938063712,-2.1396762,0.220930737,-4.461309472,-3.701646211,-5.483569982,,
50.3986,0.00999012,-0.006284035,-0.002010303,-4.555738232,-5.895463767,-8.4622902,-5.939973466,-2.2055217,0.172400012,-4.497447073,-3.739545476,-5.022807429,,
50.414,0.009897076,-0.00623713,-0.000248199,-3.686164037,-5.886283469,-8.9807704,-5.934310922,-2.2583474,0.209124505,-4.526069999,-3.774085315,-5.870621877,,
50.4295,0.009805261,-0.006179283,-0.00072671,-2.888331576,-5.874961857,-9.489189,-5.927274878,-2.3084033,0.215732002,-4.543630137,-3.801025088,-5.874335663,,
50.445,0.009713478,-0.006118865,0.000151481,-2.299568534,-5.863136787,-9.9875617,-5.919862867,-2.3573368,0.149000176,-4.547927548,-3.816866374,-4.701000176,,
50.4597,0.009622346,-0.006031308,0.005151607,-2.039148479,-5.846000141,-10.4739243,-5.909004992,-2.3999677,0.060698867,-4.538670962,-3.819559358,-4.154913134,,
50.4751,0.009533548,-0.005900092,0.013180217,-2.165235532,-5.820318794,-10.9450712,-5.89246821,-2.4325603,0.059556048,-4.517722448,-3.809058089,-3.596187417,,
50.4901,0.009447972,-0.005747218,0.01969862,-2.639611967,-5.790398292,-11.3996582,-5.872786726,-2.4592964,0.027854507,-4.488725876,-3.787451802,-2.809865872,,
50.5052,0.009364301,-0.005626162,0.020121009,-3.334256857,-5.766705334,-11.8405786,-5.856872318,-2.4911805,-0.03626506,-4.456512438,-3.758503131,-2.469957103,,
50.5202,0.009279324,-0.005586794,0.013344313,-4.087959182,-5.759000375,-12.2744909,-5.851632292,-2.5389915,-0.109688207,-4.425846042,-3.726723348,-2.847936828,,
50.5353,0.009189967,-0.005645943,0.002426691,-4.761261728,-5.77057692,-12.7091132,-5.859493229,-2.6070718,-0.200374837,-4.400502635,-3.696392735,-2.932374967,,
50.551,0.009095508,-0.005785993,-0.008196118,-5.238829651,-5.797987424,-13.1505476,-5.877822068,-2.6927063,-0.187037545,-4.382798579,-3.670855422,-2.83704193,,
50.5669,0.008998045,-0.005972391,-0.016318977,-5.409691161,-5.834468997,-13.6020604,-5.901619683,-2.7894515,-0.241664587,-4.373294634,-3.652064904,-3.549949285,,
50.5831,0.008900866,-0.006165843,-0.022608187,-5.19639675,-5.872331253,-14.0638444,-5.925631613,-2.8895259,-0.298742397,-4.370472094,-3.640219606,-4.054860914,,
50.5981,0.008806339,-0.006322586,-0.027611008,-4.632592857,-5.903008984,-14.5328229,-5.944599176,-2.9838197,-0.237528309,-4.370762832,-3.633593002,-4.310162586,,
50.6137,0.00871494,-0.006400482,-0.029258738,-3.902567684,-5.918254695,-15.0029298,-5.953869011,-3.0631281,-0.233759128,-4.369489994,-3.628914571,-4.592908535,,
50.6291,0.008625438,-0.006380396,-0.024738648,-3.272741253,-5.914323406,-15.4669383,-5.951488418,-3.1226535,-0.299797764,-4.362606948,-3.62245099,-4.835782633,,
50.6445,0.008535525,-0.006280137,-0.014434226,-2.950333515,-5.894700891,-15.9191862,-5.939504358,-3.1651575,-0.341666806,-4.348287331,-3.611380523,-4.770856456,,
50.6594,0.008442863,-0.006136882,-0.002356094,-2.987983036,-5.866663086,-16.3568819,-5.922079974,-3.1976404,-0.487189608,-4.327369227,-3.594717855,-4.251113986,,
50.6756,0.008346692,-0.005974959,0.007559562,-3.317283707,-5.834971575,-16.7790562,-5.901942912,-3.2247777,-0.557170446,-4.302565202,-3.573359583,-3.916986411,,
50.691,0.008249074,-0.00579992,0.014197381,-3.861689839,-5.800713202,-17.1851604,-5.879623358,-3.2475489,-0.586401968,-4.277354079,-3.549527266,-4.047700802,,
50.7071,0.008154145,-0.005628066,0.017850915,-4.598725703,-5.767078061,-17.5757909,-5.857124991,-3.2692419,-0.577738231,-4.255495409,-3.526240673,-4.465248977,,
50.7226,0.008065213,-0.005512229,0.017472688,-5.51029504,-5.744406486,-17.955154,-5.8416182,-3.3009661,-0.459306729,-4.241143505,-3.507107416,-3.529044048,,
50.7388,0.007981882,-0.005520752,0.010974352,-6.490616785,-5.746074514,-18.3319776,-5.842768733,-3.3576061,-0.657923368,-4.23871755,-3.496140482,-3.574545549,,
50.7549,0.007899796,-0.005677127,-0.00139746,-7.324256431,-5.776680238,-18.7162948,-5.863608645,-3.4453231,-0.653939227,-4.251906771,-3.497183806,-4.46892624,,
50.7702,0.007813321,-0.005921251,-0.014956716,-7.769243942,-5.824459903,-19.1137696,-5.895156648,-3.5529863,-0.624627795,-4.282148848,-3.512928333,-4.695280844,,
50.7855,0.007719191,-0.006143682,-0.023071298,-7.676348378,-5.867993955,-19.5225762,-5.922915229,-3.6585243,-0.606328171,-4.327583769,-3.543952099,-5.003878246,,
50.8007,0.007618482,-0.006268252,-0.022262412,-7.052427214,-5.892374799,-19.9359116,-5.938072383,-3.7457522,-0.657069951,-4.383209778,-3.588268747,-5.659260921,,
50.8164,0.007515502,-0.00630134,-0.014749281,-6.041743194,-5.898850784,-20.3476245,-5.942053067,-3.8150337,-0.607389649,-4.442115567,-3.641558973,-6.168883322,,
50.8312,0.007414558,-0.006302442,-0.006077413,-4.865267624,-5.899066395,-20.7556365,-5.942185277,-3.877932,-0.632120872,-4.496929832,-3.697952651,-6.589022499,,
50.8466,0.007317329,-0.006314561,-0.000439422,-3.760770791,-5.901438326,-21.1607042,-5.943638349,-3.9431439,-0.703345473,-4.541475926,-3.751132775,-6.950883229,,
50.862,0.007222875,-0.006323555,0.002155923,-2.936568396,-5.903198508,-21.5626585,-5.94471504,-4.0078143,-0.801305339,-4.572401358,-3.795544913,-6.370919872,,
50.8777,0.007129691,-0.006275114,0.00493092,-2.538077906,-5.8937178,-21.9579163,-5.93889945,-4.060529,-0.937631141,-4.588609394,-3.827483172,-5.200608692,,
50.8928,0.007037622,-0.006126978,0.010718803,-2.625818687,-5.864724782,-22.3403858,-5.920862014,-4.0918608,-0.743585289,-4.59182743,-3.845813687,-5.0311027,,
50.9084,0.006948039,-0.005894063,0.018717449,-3.161321226,-5.819138787,-22.7051117,-5.891700579,-4.1039482,-0.763543704,-4.58617229,-3.852151173,-4.10138625,,
50.9244,0.006862339,-0.005653751,0.024476079,-4.00356265,-5.772105064,-23.0520485,-5.860525509,-4.1121678,-0.999987085,-4.577226363,-3.850405925,-3.292724658,,
50.94,0.006780054,-0.005505291,0.023440985,-4.93096059,-5.743048641,-23.3871832,-5.840680473,-4.1372433,-0.869424867,-4.570715718,-3.845756196,-3.106999197,,
50.9557,0.006698121,-0.005509183,0.015108165,-5.698811277,-5.743810254,-23.7199626,-5.841206569,-4.192761,-0.977652666,-4.571061682,-3.843285499,-3.587456637,,
50.9705,0.006612175,-0.005650125,0.003916271,-6.114344205,-5.771395297,-24.0586259,-5.860046208,-4.2770269,-0.98359432,-4.580264813,-3.846685007,-3.81285504,,
50.9857,0.006519268,-0.005851645,-0.003967853,-6.088440803,-5.810836768,-24.4066074,-5.886280172,-4.3753802,-1.211166196,-4.597524848,-3.857417813,-3.989691077,,
51.0012,0.006420019,-0.006028702,-0.004835842,-5.636787875,-5.845490267,-24.7622073,-5.90867979,-4.4706047,-1.187986466,-4.619642479,-3.874523812,-4.56623019,,
51.0165,0.006318272,-0.00613467,0.000860815,-4.847553871,-5.866230153,-25.1210433,-5.921808086,-4.5526875,-1.05831097,-4.641872665,-3.894958213,-5.046492642,,
51.0329,0.006218455,-0.006170521,0.009655535,-3.855166719,-5.873246925,-25.4789296,-5.92620397,-4.6211261,-1.129650671,-4.658864273,-3.914235796,-5.16514858,,
51.0477,0.006123028,-0.006160553,0.01729272,-2.831735251,-5.871296013,-25.8332169,-5.92498405,-4.680315,-1.39615717,-4.665583532,-3.927250031,-5.326505296,,
51.0631,0.006031918,-0.006121886,0.020709278,-1.973465289,-5.863728071,-26.1823213,-5.920235033,-4.7333861,-1.081390089,-4.658268056,-3.929247334,-4.947100337,,
51.0785,0.005943586,-0.00605,0.019266319,-1.467027165,-5.849658577,-26.5244568,-5.911334713,-4.7791084,-1.268415433,-4.635287067,-3.91687946,-4.651618777,,
51.0939,0.00585618,-0.005926176,0.014805806,-1.44616106,-5.825423968,-26.8568466,-5.895781307,-4.8132322,-1.097736778,-4.597650578,-3.889112054,-3.933559689,,
51.1098,0.005768202,-0.005740606,0.010372258,-1.95150323,-5.789104235,-27.1762567,-5.871925147,-4.8331889,-1.154941903,-4.549265311,-3.847713204,-3.268701712,,
51.1252,0.005679102,-0.005516659,0.008189111,-2.904523391,-5.745273529,-27.4808411,-5.842216441,-4.8432632,-1.259876565,-4.496309907,-3.797111365,-3.006758351,,
51.1405,0.005589833,-0.005316251,0.008099496,-4.118444208,-5.70604976,-27.7721955,-5.814725311,-4.8560418,-1.4639883,-4.446083179,-3.743567966,-2.737176691,,
51.1564,0.005502499,-0.00521292,0.007753348,-5.35796518,-5.68582589,-28.0558633,-5.800198505,-4.8871564,-1.163103722,-4.40549095,-3.693870924,-3.038451698,,
51.1721,0.005418727,-0.005245017,0.004772361,-6.413592402,-5.692107914,-28.3393023,-5.804737276,-4.9455979,-1.219052281,-4.379695252,-3.653999792,-3.048727862,,
