time,q2,dq2,ddq2,q2_tau_J_compensate,CV,Dahl,Stribeck,LuGre,SVM,Light_Transformer,PINN,NNFM
0.068,-0.785345,0.00045164,0,-0.145303,0.334266318,0.003996688,0.341974154,0.001261905,0,0.183068145,-0.000941917,-0.04447058
0.07,-0.785343,0.000355399,0,-0.169037,0.334303566,0.004345301,0.341880685,0.001104969,0,0.177628376,-0.005599152,-0.065006589
0.073,-0.78534,0.00109519,0,-0.220448,0.334017246,0.005417761,0.342582179,0.002693037,0,0.171756589,-0.01445359,-0.089686245
0.075,-0.785342,0.000115544,0,-0.196706,0.334396397,0.005530319,0.341644861,0.000746397,0,0.165336366,-0.018694005,-0.158654109
0.077,-0.785343,-0.000381723,0,-0.168932,-0.334293378,0.00513842,-0.341906316,-0.000286764,0,0.001699754,-0.025719011,0.061488051
0.08,-0.785342,-0.00103081,0,-0.145087,-0.334042163,0.004082089,-0.342522683,-0.001689016,0,0.004323464,-0.032772767,0.03126422
0.082,-0.785343,-8.69E-05,0,-0.168894,-0.334407471,0.003993451,-0.341616455,0.000191369,0,0.006549632,-0.045682496,0.010533007
0.085,-0.78534,0.000469187,0,-0.168788,0.334259527,0.004453686,0.341991124,0.001350055,0,0.14532185,-0.057453234,-0.22330661
0.087,-0.78534,0.000394131,0,-0.168753,0.334288576,0.004839434,0.341918381,0.001239336,0,0.141010441,-0.067046045,-0.206225571
0.089,-0.785345,-0.00130966,0,-0.0974772,-0.33393424,0.003499244,-0.342778244,-0.00230061,0,0.011638405,-0.070771267,-0.007694326
